,contact_address1,contact_address2,contact_city_state_zip,contact_email,contact_phone,contact_title,details_url,program_description,program_name
0,Asian Pacific Fund,"465 California Street, Suite 809","San Francisco, CA 94104",scholarship@asianpacificfund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/banatao-family-filipino-american-education-fund/,"The Banatao Family Filipino American Education Fund will award five scholarships of $5,000 to qualified incoming freshmen enrolled at four-year colleges or universities. Each scholarship is renewable for a total of four years on the basis of satisfactory academic performance in a full-time undergraduate program. Awards are for undergraduate study only. Applicants must be incoming freshman enrolled full-time at an accredited four year-college or university in the upcoming academic year, pursuing a career in engineering, physical, computer or environmental sciences (excluding healthcare professions such as physician, nurse, pharmacist, dentist, etc.). Applicants must be of Filipino heritage (at least 50%) with a minimum GPA of 3.0, show financial need and be residents of one of the Northern California counties of Alameda, Contra Costa, Marin, Merced, Monterey, Napa, Sacramento, San Benito, San Francisco, San Joaquin, San Mateo, Santa Clara, Santa Cruz, Solano, Sonoma or Stanislaus - OR - the Southern California counties of Los Angeles, Orange or San Diego. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Banatao Family Filipino American Education Fund
0,186 Thorn Hill Road,,"Warrendale, PA 15086-7528",lwharrey@aist.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/association-for-iron-and-steel-technology-scholarships/,"The Association of Iron and Steel offers scholarships to students majoring in the following programs: metallurgy,  materials science, electrical engineering, mechanical engineering, chemical engineering, industrial engineering, environmental science/engineering, and computer science. The list of the different named scholarships and their specific eligibility requirements can be found at the scholarship website. Applications will be accepted from university freshmen, sophomore, and junior applicants; a minimum 2.5 GPA is required. Application, essay and recommendation letters should express a strong interest in the iron and steel industry. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Association for Iron & Steel Technology Scholarships
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/arizona-public-service-navajo-scholars-program-for-tribal-colleges/,"Native American/Alaska Native undergraduate students attending tribal colleges and universities are eligible to apply for both the American Indian College Fund Full Circle Scholarship Program and the American Indian College Fund TCU Scholarship Program.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for both scholarships include:-U.S. citizenship-Enrollment in an accredited tribal college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the Arizona Public Service Navajo Scholars Program:-Be a Freshman, Sophomore, Junior, Senior in college-Minimum 2.8 GPA-Students at Diné College, Navajo Technical College or Southwest Indian Polytechnic Institute-Majoring in science, engineering, technology or math (or a related field)-Navajo Nation tribal member and membership in any Shiprock Agency Chapter-Interest in interning or working for Arizona Public ServiceFor more information or to apply, please visit the scholarship provider's website.",Arizona Public Service Navajo Scholars Program for Tribal Colleges
0,8333 Greenwood Blvd.,,"Denver, CO 80221",scholarships@collegefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/arizona-public-service-navajo-scholars-program/,"The American Indian College Fund Full Circle Scholarship Program scholarships are awarded to students attending non-tribal colleges.(adsbygoogle = window.adsbygoogle || []).push({});Minimum general eligibility requirements for Full Circle scholarships include:-U.S. citizenship-Enrolled full-time in an accredited public or private (non-profit) college or university-Registered as a member of a federal or state recognized tribe, or a descendant of at least one grandparent or parent who is an enrolled tribal member (Alaska Natives may also use Native Corporation membership)-Submission of a completed on-line applicationExtra Eligibility for the Arizona Public Service Navajo Scholars Program:-Be a Freshman, Sophomore, Junior, Senior in college-Minimum 2.8 GPA-Students attending college in Arizona or New Mexico-Majoring in science, engineering, technology or math (or subfields of these majors)-Be a Navajo Nation tribal member and membership in any Shiprock Agency Chapter-Interest in interning or working for Arizona Public ServiceFor more information or to apply, please visit the scholarship provider's website.",Arizona Public Service Navajo Scholars Program
0,IBM Almaden Research Center,"Dept GFBA/DO1, 650 Harry Rd","San Jose, CA 95120-6099",apsibmin@us.ibm.com,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/aps-ibm-research-internship-for-undergraduate-women/,"Applicants for the APS/IBM Research Internship for Undergraduate Women must be female, including all students who present or identify as women and/or trans women with sophomore or junior standing at a U.S. college or university at the time of application. Students must also be majoring in chemistry, physics, materials science/engineering, computer science/engineering, chemical, electrical, mechanical engineering, or biology with an emphasis on one of the other areas listed and have a minimum 3.0 GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",APS/IBM Research Internship for Undergraduate Women
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/apiasf-toyota-scholarship/,"The Asian & Pacific Islander American Scholarship Fund (APIASF) is the nation's largest 501(c)3 non-profit organization that provides scholarships to Asian and Pacific Islander Americans (APIAs) with financial need.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Be of Asian and/or Pacific Islander ethnicity as defined by the U.S. Census-Be a citizen, national, or legal permanent resident of the United States-Must major in a STEM field (Science, Technology, Engineering, and Mathematics)-Have a minimum cumulative GPA of 2.7-Preference for students located in Southern California and must be able to attend Toyota scholarship event in Torrance, CA in the spring-Enrolling as a full-time, degree-seeking, first-year student in the upcoming academic year-Students without parents or guardians employed by Toyota Motor Sales USA-Demonstrate financial needFor more information or to apply, please visit the scholarship provider's website.",APIASF/Toyota Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/apiasf-southern-california-edison-scholarship/,"The Asian & Pacific Islander American Scholarship Fund (APIASF) is the nation's largest 501(c)3 non-profit organization that provides scholarships to Asian and Pacific Islander Americans (APIAs) with financial need.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Be of Asian and/or Pacific Islander ethnicity as defined by the U.S. Census-Be a citizen, national, or legal permanent resident of the United States-Have a minimum cumulative GPA of 2.7 or have earned a GED-Must reside in Southern California Edison's service area-Enrolling in as a full-time, degree-seeking student in the upcoming academic year-Preference will be given to students pursuing degrees in STEM fields-Demonstrate financial needFor more information or to apply, please visit the scholarship provider's website.",APIASF/Southern California Edison Scholarship
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/apiasf-nasa-scholarship/,"The Asian & Pacific Islander American Scholarship Fund (APIASF) is the nation's largest 501(c)3 non-profit organization that provides scholarships to Asian and Pacific Islander Americans (APIAs) with financial need.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Be of Asian and/or Pacific Islander ethnicity as defined by the U.S. Census-Be a citizen, national, or legal permanent resident of the United States-Be enrolling as an undergraduate student in a U.S. accredited college or university in the fall-Have a minimum cumulative 2.8 GPA-Must major in: mechanical engineering, electrical engineering, aerospace engineering, computer engineering, biomedical engineering, and computer science-Demonstrate financial needFor more information or to apply, please visit the scholarship provider's website.",APIASF/NASA Scholarship
0,45 Beacon Street,,"Boston, MA 02108",dfernandez@ametsoc.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/ams-graduate-fellowships/,"The AMS Graduate Fellowships are sponsored by industry leaders and government agencies and are designed to attract promising young scientists to prepare for careers in the atmospheric and related oceanic and hydrologic fields.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Entering their first year of graduate school in the upcoming fall and provide evidence of acceptance as a full-time student at an accredited U.S. institution at the time of the award-Pursuing a degree in the atmospheric or related sciences-Must have a minimum GPA of 3.25-Must be a U.S. citizen or hold permanent resident status. No age restriction exists.For more information or to apply, please visit the scholarship provider's website.",AMS Graduate Fellowships
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/amezcua-family-scholarship/,"These scholarships are presented to qualifying students, who attend the University of Texas at El Paso, which is the alma mater of the GMiS Board Member, Robert Amezcua and his wife, Debbie.(adsbygoogle = window.adsbygoogle || []).push({});Scholarship Requirements:-Must be a student at the University of Texas at El Paso-Be a STEM major-Minimum 3.0 GPAFor more information or to apply, please visit the scholarship provider's website.",Amezcua Family Scholarship
0,207 Duckering Building,PO Box 755919,"Fairbanks, AK 99775-5919",rblees@alaska.edu,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/alaska-space-grant-program-undergraduate-fellowship/,"Undergraduate Research Fellowships of up to $5,000 will be awarded through a competitive process. Fellowships are open to new and continuing students to support research projects fostering the vision of NASA by encouraging career goals in STEM disciplines, strengthening the nation's STEM workforce and engaging Americans in NASA's mission. Students receiving awards in past competitions may apply and receive awards for subsequent competitions. Women, under-represented minorities and persons with disabilities are strongly encouraged to apply.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Full-time enrollment at an Alaskan institution of higher education during the period of the award-Good academic standing-U.S. CitizenOther requirements:-Students will be required to give a presentation of their project at a public forum within two months of the end of their fellowship period. Alaska Space Grant (ASGP) must be notified of the presentation prior to the event-Students should plan to present a poster at the annual Alaska Space Grant Symposium. The Symposium is typically in mid to late AprilFor more information or to apply, please visit the scholarship provider's website.",Alaska Space Grant Program Undergraduate Fellowship
0,1220 L St. NW,Suite 100-407,"Washington, DC 20005-4018",scholarship@dc.afceachapters.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/afcea-washington-dc-chapter-scholarship/,"In order to apply for the AFCEA Washington, DC Chapter Scholarship, you must be a resident within the Metropolitan Washington Council of Governments. Acceptable majors include computer science, engineering, mathematics, physics, chemistry, cybersecurity, and management information systems; and command, control, communications, computers and Intelligence (C4I)-related fields of study including electrical, computer, chemical, aerospace or systems engineering or electronics. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});","AFCEA Washington, DC Chapter Scholarship"
0,,,,,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/adobe-research-women-in-technology-scholarship/,"One part of creating the best products is bringing a diverse group of people together. To bring more gender diversity to the technology industry, we are pleased to invite applications for the inaugural Adobe Research Women-in-Technology Scholarship. The Adobe Research Women-in-Technology Scholarship recognizes outstanding undergraduate female students anywhere in the world who are studying computer science, computer engineering, or a closely related technical field. Applicants may not have a close relative working for Adobe Research. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",Adobe Research Women in Technology Scholarship
0,PO Box 25266,,"Albuquerque, NM 87176-5266",denise@albuquerquefoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/acf-woodcock-family-education-scholarship-program/,"This fund was established in 1993 by Albuquerque businessman C.E. (Woody) Woodcock and his wife, Dixie, to support students of exceptional promise in the fields of science and math. Scholarships will be awarded to Albuquerque metro area high school graduating seniors (includes Bernalillo, Sandoval, Valencia and Torrance Counties). Scholarships are payable over four years.(adsbygoogle = window.adsbygoogle || []).push({});Additional Criteria:-Strong math and/or science credentials-Plans to enroll full-time at a college/university-Minimum 3.8 GPA-Minimum ACT composite score of 30 or minimum SAT Math score of 680-Career goals in a personal statement-References, at least one from a math/science teacher",ACF Woodcock Family Education Scholarship Program
0,P.O. Box 25266,,"Albuquerque, NM 87125",denise@albuquerquefoundation.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/acf-barnes-w-rose-jr-and-eva-rose-nichol-scholarship-program/,"The Barnes W. Rose, Jr. and Eva Rose Nickol Scholarship Fund was established in 2003 in memory of Mr. Rose and in honor of Eva. Barnes was a 1951 graduate of Albuquerque High School and a 1957 graduate of West Point. Eva is a longtime New Mexico resident. The fund will award a scholarship to an Albuquerque High School graduate pursuing a bachelor's degree in one of the STEM majors: Science, Technology, Engineering, Mathematics (STEM). A priority will be given to those pursuing engineering-related careers.(adsbygoogle = window.adsbygoogle || []).push({});Eligibility:-Must have a minimum 3.6 GPA-Demonstrate financial need-Attend a college or university in pursuit of a degree in one of the STEM majors-Personal essay should describe career goals related to the STEM majors, and demonstrate a passion for his/her chosen career-Minimum of one reference from an AHS math/science teacherFor more information or to apply, please visit the scholarship provider's website.","ACF Barnes W. Rose, Jr. and Eva Rose Nichol Scholarship Program"
0,1350 Ridgefield Circle,,"Carol Stream, IL 60188",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/aauw-return-to-learning-scholarships/,"The Lombard Area Branch of AAUW ""Return to Learning"" scholarship to assist in completing an undergraduate or master's degree, or a certification program. Students must reside in Lombard, Villa Park, Oakbrook Terrace, Wheaton, Addison, Glendale Heights or Glen Ellyn, Illinois in order to apply and are continuing college after a significant interruption. Special consideration is given to women who demonstrate strong academics, financial need, and an interest in a STEM field of study.(adsbygoogle = window.adsbygoogle || []).push({});For more information or to apply, please visit the scholarship provider's website.",AAUW Return to Learning Scholarships
0,1200 New York Ave NW,,"Washington, DC 20005-3920",mmfellowship@aaas.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/aaas-mass-media-science-and-engineering-fellows-program/,"The AAAS Mass Media Science & Engineering Fellowship seeks to increase communication skills in student scientists. From grant writing to interaction with their community, these skills will benefit a student's career path and increase public understanding of science and technology. Students must be enrolled as a college or university student (graduate, doctoral, or upper-level undergraduates)  or within one year of a completed degree - in the physical, biological, geological, health, engineering, computer, or social sciences or mathematics. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",AAAS Mass Media Science and Engineering Fellows Program
0,8415 Datapoint Drive,Suite 400,"San Antonio, TX 78229",,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/¡adelante-fund-millercoors-engineering-and-science-scholarship/,"The ¡Adelante! U.S. Education Leadership Fund is a leadership development, non-profit organization dedicated to Hispanic college students. Our mission is to inspire the best and brightest Latino students to graduate and lead through scholarships, internships, and leadership training. Must be a college junior or senior by the fall semester of the award and must be a U.S. Citizen or permanent resident who is of Hispanic descent. Applicants must have a 3.0 GPA or above(adsbygoogle = window.adsbygoogle || []).push({});and maintain full-time enrollment status (12 hours) for the duration of the scholarship period. For more information or to apply, please visit the scholarship provider's website.",¡Adelante! Fund MillerCoors Engineering and Science Scholarship
0,8415 Datapoint Drive,Suite 400,"San Antonio, TX 78229",info@adelantefund.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/¡adelante-fund-ford-motor-company-future-leaders-scholarship/,"The ¡Adelante! U.S. Education Leadership Fund is a leadership development, non-profit organization dedicated to Hispanic college students. Our Mission is to inspire the best and brightest Latino students to graduate and lead through scholarships, internships, and leadership training. Applicants must have completed at least 30 credit hours of college coursework prior to the upcoming fall semester and must have attended a San Antonio area high school (50-mile radius)(adsbygoogle = window.adsbygoogle || []).push({});and be a U.S. Citizen or permanent resident who is of Hispanic descent and has a minimum 2.75 GPA. Must maintain full-time enrollment status (12 hours) for the duration of the scholarship period. For more information or to apply, please visit the scholarship provider's website.",¡Adelante! Fund Ford Motor Company/Future Leaders Scholarship
0,311 Park Place Blvd.,Suite 610,"Clearwater, FL 33759",scholarships@isc2.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/isc²-undergraduate-cybersecurity-scholarship/,"The (ISC)² Undergraduate Scholarship offers students scholarships of up to $5,000 per recipient. Applicants must be pursuing or plan to pursue a degree with a focus on cybersecurity or information assurance, and be a high school senior or undergraduate student. A minimum 3.3 GPA is required. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",(ISC)² Undergraduate Cybersecurity Scholarship
0,311 Park Place Blvd.,Suite 610,"Clearwater, FL 33759",scholarships@isc2.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/isc²-graduate-cybersecurity-scholarship/,"The (ISC)² Graduate Scholarship program offers up to $5,000 per graduate student who is pursuing a degree with a focus on cybersecurity or information assurance. Applicants must be eligible to begin the first or second year of a master's degree program or pursue doctoral studies and have a minimum 3.5 GPA. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});",(ISC)² Graduate Cybersecurity Scholarship
0,501 East State Street,"Building 5, 3rd Floor","Trenton, NJ 08625",stephanie.dalessio@conservewildlifenj.org,,,https://www.scholarships.com/financial-aid/college-scholarships/scholarships-by-major/computer-science-scholarships/species-on-the-edge-2-0-social-media-contest/,"Conserve Wildlife Foundation invites high school students from across the state to submit an original social media campaign showing why wildlife is important to protect in New Jersey. The fun and educational ""Species on the Edge 2.0"" Social Media Contest capitalizes on high school students' expertise with social media platforms, and provides them with the opportunity to showcase their talent, creativity, and love of nature. The contest helps to develop students' experience. All entries will be eligible to win a day in the field with a wildlife biologist. For more information or to apply, please visit the scholarship provider's website.(adsbygoogle = window.adsbygoogle || []).push({});","""Species On The Edge 2.0"" Social Media Contest"
